CustomerKey,FirstName,MiddleName,LastName,BirthDate,AddressLine1,Phone,City
11657,Megan,A,Cox,5/4/1971,9825 Coralie Drive,466-555-0163,
11658,Robert,,Mitchell,2/7/1969,9350 Mt. Hood Circle,132-555-0112,
11659,Miguel,,Adams,4/22/1969,4912 Mellowood Street,910-555-0185,
11660,Miranda,,Gonzales,1/22/1969,2458 Blocking Ct.,343-555-0197,
11661,Jeremiah,S,James,1/7/1970,4909 Vine Lane,716-555-0117,
11662,Ethan,,Kumar,7/4/1970,447 Barberry Court,214-555-0118,
11663,Seth,A,Williams,2/25/1970,3796 Peachwillow,878-555-0119,
11664,Alyssa,L,Morgan,2/9/1970,6751 Yosemite Ct.,144-555-0113,
11665,Janet,,Dominguez,12/13/1970,8914 Jam Way,142-555-0139,
11666,Angel,,Baker,12/17/1970,7119 Iowa Drive,616-555-0161,
11667,Blake,S,Moore,6/21/1967,1245 Clay Road,485-555-0144,
11668,Jada,C,Collins,9/7/1967,1978 Medina Dr.,169-555-0194,
11669,Isabella,,Simmons,10/21/1967,3495 Virginia Lane,424-555-0125,
11670,Jacqueline,,Perry,10/17/1967,2326 MountainAire Parkway,172-555-0136,
11671,Jessica,L,Brown,5/18/1966,8874 Dallis Drive,895-555-0138,
11672,Chad,C,Jai,9/21/1966,1386 Fillet Ave.,355-555-0162,
11673,Susan,C,Ye,2/7/1966,2093 Dubhe Court,268-555-0189,
11674,Morgan,B,Rogers,8/18/1966,1168 Escobar,405-555-0116,
11675,Devin,J,Martinez,2/2/1966,5571 Crawford,594-555-0155,
11676,Alan,,Hu,2/13/1966,970 Pheasant Circle,723-555-0187,
11677,Charles,,Walker,10/14/1969,189 Richview Dr,162-555-0110,
11678,Johnny,A,Chavez,1/28/1969,4778 Geary Road,895-555-0161,
11679,Dalton,W,Richardson,5/8/1969,6453 Castle Hill Road,385-555-0179,
11680,Kaylee,E,Nelson,9/4/1969,7755 West Road,139-555-0186,
11681,Abigail,E,Jones,8/7/1969,1433 C Mt. Hood Crest,889-555-0151,
11682,Kaitlyn,,Hall,3/16/1969,5715 5th Ave.,209-555-0173,
11683,Greg,M,Taylor,1/5/1969,1052 Stanford Street,959-555-0135,
11684,Devin,,Parker,10/1/1965,4024 Calhoun Court,897-555-0155,
11685,Jose,A,Griffin,2/7/1965,4769 Book Ct,789-555-0114,
11686,Luke,C,Edwards,4/13/1965,4895 Hickory Drive,815-555-0192,
11687,Cody,,Torres,7/13/1965,3889 Castle Hill Road,269-555-0120,
11688,Victoria,A,Morris,12/25/1965,7675 Moss Hollow Court,178-555-0156,
11689,Ian,D,Diaz,9/6/1965,4091 Hill Meadow Pl.,136-555-0185,
11690,Caroline,,Butler,1/13/1965,5629 Seagull Court,101-555-0110,
11691,Kaitlyn,,Wilson,1/3/1964,24 Roslyn Drive,968-555-0196,
11692,Caleb,A,Gonzales,6/19/1964,2150 Pershing Dr,475-555-0114,
11693,Hailey,W,Diaz,9/24/1964,9063 Vista Aven.,835-555-0168,
11694,Jonathon,L,Ortega,3/24/1964,4453 Bannock Ct.,733-555-0157,
11695,Logan,,Campbell,1/11/1964,8910 Hilltop Road,164-555-0159,
11696,Mackenzie,T,Campbell,4/5/1964,5905 Hawthorne Dr.,786-555-0184,
11697,Eduardo,,Lee,6/24/1964,265 Jeff Ct,993-555-0176,
11698,Jackson,,Wright,11/25/1964,7796 Adobe Drive,112-555-0181,
11699,Chase,,Peterson,3/16/1963,4315 Glenside Ct.,369-555-0167,
11700,Xavier,,Richardson,11/25/1963,3249 E Leland,578-555-0132,
11701,David,,Hayes,8/24/1963,3570 Book Ct,872-555-0191,
11702,Jenny,S,Zhou,10/17/1963,2107 Cardinal,763-555-0124,
11703,Kaylee,,Baker,6/24/1968,4668 Chilpancingo Park,609-555-0179,
11704,Evan,G,Hernandez,6/1/1968,6337 Margo Drive,592-555-0143,
11705,Brooke,,Richardson,5/21/1968,4171 Miller Avenue,752-555-0155,
11706,Blake,M,Perez,2/14/1963,3064 Fern Leaf Lane,146-555-0191,
11707,Natalie,,Cook,12/22/1963,1064 William Way,468-555-0193,
11708,Elizabeth,,Weisman,9/19/1963,7085 Valley Run,117-555-0118,
11709,Hailey,,Collins,2/19/1963,5609 Gary Drive,394-555-0185,
11710,Zoe,R,Ramirez,3/20/1962,8085 Grasswood Ct,712-555-0144,
11711,Daniel,,Davis,12/8/1962,263 La Orinda Pl.,217-555-0147,
11712,Shelby,,Rogers,11/3/1962,16 White Pl.,187-555-0139,
11713,Kyle,C,Zhang,3/20/1962,4417 W. Watson Court,793-555-0118,
11714,Alexandria,E,Long,10/18/1962,5543 Hamilton Ave.,676-555-0172,
11715,Chloe,F,Robinson,9/21/1962,6779 Willcrest Circle,570-555-0117,
11716,Evan,,Kelly,10/21/1961,9531 Lancaster,222-555-0139,
11717,Marcus,J,Jones,9/2/1961,4836 Marina,465-555-0162,
11718,Sarah,T,Jones,11/14/1961,2935 Pine Creek Way,585-555-0177,
11719,Blake,P,Green,5/8/1960,2850 D Bel Air Dr,397-555-0128,
11720,Morgan,P,Morris,3/26/1960,9671 Leewood Place,178-555-0115,
11721,Jennifer,A,Alexander,1/22/1960,4195 San Paolo,623-555-0122,
11722,Julian,S,Hughes,7/2/1960,4408 Trinity Ave.,301-555-0114,
11723,Luke,A,Coleman,8/21/1967,613 Glen Wood Drive,959-555-0119,
11724,Jason,,Carter,4/15/1967,4848 Azalea Ave.,234-555-0170,
11725,Jose,K,Li,9/17/1967,2033 Woodbury Place,145-555-0188,
11726,Micah,R,Liang,7/17/1967,4685 York Dr,843-555-0120,
11727,Benjamin,,Taylor,7/9/1967,2078 Jennifer Way,571-555-0135,
11728,Logan,H,White,1/7/1960,5087 Bonita Ave.,710-555-0132,
11729,Caleb,,Campbell,5/6/1960,1895 San Carlos Ave.,459-555-0187,
11730,Emma,,Torres,10/2/1960,6062 Mota Dr.,192-555-0182,
11731,Tanya,H,Gill,8/19/1960,8850 Thunderbird Drive,742-555-0111,
11732,Erick,,Sanchez,2/8/1959,664 Book Pl,827-555-0145,
11733,Kristi,J,Schmidt,7/27/1959,1536 Camino Verde Ct.,995-555-0114,
11734,Omar,J,Chen,8/25/1959,3181 Hacienda,938-555-0117,
11735,Sydney,K,Gray,1/22/1959,1229 Apollo Way,637-555-0114,
11736,Sebastian,,Sanchez,9/25/1959,7706 California St.,404-555-0117,
11737,Megan,A,Martin,2/8/1959,8243 Gilardy Drive,612-555-0171,
11738,Elijah,,Alexander,10/9/1959,6933 Sutton Circle,100-555-0155,
11739,Aaron,L,King,5/14/1959,2243 W St.,600-555-0195,
11740,Jan,M,Hall,4/24/1959,5793 West Road,118-555-0131,
11741,Tamara,L,Chander,7/26/1959,6344 Dartmouth Way,112-555-0164,
11742,Edward,,Lewis,11/2/1958,3508 Canning Road,936-555-0189,
11743,Chase,E,Kelly,3/16/1958,5940 Dleta Road,153-555-0118,
11744,Stephanie,D,Campbell,9/7/1958,6339 E. 108th Street,712-555-0117,
11745,Allison,,Gonzalez,10/13/1958,3345 Macaroon Drive,728-555-0144,
11746,Seth,,Brooks,12/1/1958,733 Eaker Way,771-555-0118,
11747,Destiny,,Davis,2/9/1958,7121 Oakleaf Ct.,251-555-0153,
11748,Blake,,Hill,7/18/1958,1315 Norse Drive,171-555-0174,
11749,Eduardo,C,Jackson,9/13/1969,5524 Virgil St,1 (11) 500 555-0114,
11750,Latoya,A,She,3/24/1968,2681 Black Walnut Ct.,1 (11) 500 555-0166,
11751,Victoria,,Gonzales,7/17/1970,1872 Walnut Avenue,1 (11) 500 555-0176,
11752,Lauren,,Bryant,5/7/1970,7551 Santa Lucia,1 (11) 500 555-0156,
11753,Felicia,J,Ortega,3/18/1970,452 Rain Drop Circle,1 (11) 500 555-0185,
11754,Janet,L,Ortega,7/8/1970,4921 Oakwood Circle,1 (11) 500 555-0182,
11755,Willie,J,Pal,5/15/1968,9893 Hastings Dr,1 (11) 500 555-0164,
11756,Linda,C,Ortega,9/13/1968,3544 Brush Creek Drive,1 (11) 500 555-0150,
11757,Vincent,L,Cai,5/14/1968,5917 Panoramic Avenue,1 (11) 500 555-0116,
11758,Colin,,Yuan,12/22/1968,1064 William Way,1 (11) 500 555-0170,
11759,Dawn,L,Nath,11/22/1969,6969 Eaker Way,1 (11) 500 555-0193,
11760,Melody,R,Moreno,10/27/1967,6312 San Ramon Road,1 (11) 500 555-0163,
11761,Edgar,,Mehta,4/19/1967,4173 Willow Pass Road,1 (11) 500 555-0180,
11762,Randall,R,Gomez,8/24/1967,1159 Lacassie Ave,1 (11) 500 555-0179,
11763,Ross,R,Fernandez,2/11/1967,8461 Everett Ct,1 (11) 500 555-0177,
11764,Jessie,R,Ramos,7/17/1967,5613 Gary Drive,1 (11) 500 555-0112,
11765,Marc,,Torres,10/11/1966,1439 N. Michell Canyon Road,1 (11) 500 555-0131,
11766,Candace,M,Raman,7/4/1966,1060 Mcelroy Court,1 (11) 500 555-0148,
11767,Meagan,,Madan,5/24/1966,8250 11th Avenue,1 (11) 500 555-0112,
11768,Clayton,,Nara,10/8/1966,4642 Peabody Road,1 (11) 500 555-0162,
11769,Haley,L,Hernandez,8/17/1973,1671 Via Del Verdes,120-555-0112,
11770,Peter,T,Nara,8/23/1973,6489 Kentucky Drive,244-555-0113,
11771,Isaac,D,Rivera,10/8/1973,7962 Macalvey Drive,750-555-0140,
11772,Cameron,M,Moore,1/24/1973,5551 Silverado Dr.,293-555-0136,
11773,Gavin,E,Diaz,7/6/1973,6082 Trafalgar Circle,726-555-0116,
11774,Emma,,Sanchez,4/12/1973,4996 Hillview Drive,365-555-0125,
11775,Sierra,,Roberts,5/25/1973,1721 Concord Blvd,111-555-0177,
11776,Seth,A,Mitchell,7/3/1973,8125 Westbury Drive,171-555-0140,
11777,Miranda,,Long,7/24/1972,8970 Cash Avenue,258-555-0111,
11778,Haley,A,Henderson,3/21/1971,1019 Chance Drive,868-555-0128,
11779,Sarah,P,Jackson,7/19/1971,1058 Park Blvd.,653-555-0150,
11780,Jessica,K,Alexander,11/20/1971,3459 Tri-state Ave,617-555-0146,
11781,Carlos,,Gray,3/10/1971,4239 Water St.,252-555-0175,
11782,Barbara,K,Jai,3/17/1971,9834 Hamlet,361-555-0177,
11783,Sara,A,Mitchell,11/17/1971,9024 Dumbarton Drive,537-555-0144,
11784,Jose,,Turner,12/19/1972,6648 Choctaw Court,189-555-0195,
11785,Theodore,D,Diaz,2/25/1972,4956 Vista Del Diablo,690-555-0189,
11786,Ian,G,Murphy,9/13/1972,2391 St. Peter Court,754-555-0141,
11787,Jerry,,Nath,9/5/1972,6096 Pheasant Circle,271-555-0115,
11788,Destiny,A,James,2/19/1972,6538 Camelback Road,913-555-0130,
11789,Bailey,,Phillips,2/20/1970,571 Lafayette Drive,474-555-0183,
11790,Timothy,C,Gonzalez,5/21/1970,6615 Cambelback Place,147-555-0193,
11791,Chase,D,Morgan,4/21/1970,5446 N. Civic Dr.,194-555-0127,
11792,Alexia,J,Perry,5/27/1969,879 Hillview Ct,193-555-0135,
11793,Xavier,G,Rogers,3/20/1969,1480 Oliveria Road,457-555-0162,
11794,Lauren,,Ross,11/1/1969,5375 Clearland Circle,143-555-0123,
11795,Nicole,,Thomas,2/15/1969,4303 Athene Drive,667-555-0136,
11796,Isabel,C,Jenkins,2/7/1969,9348 Notre Dame Ave,774-555-0127,
11797,Devin,R,Coleman,3/7/1969,4143 Heather Pl.,792-555-0157,
11798,Brendan,Q,Chande,2/12/1969,1519 Sheffield Place,551-555-0157,
11799,Jessie,B,Wang,9/13/1969,4593 Camino Peral,527-555-0124,
11800,Jennifer,M,Baker,11/7/1969,8998 Katharyn Drive,506-555-0157,
11801,Aaron,J,Sharma,9/16/1969,4073 Niagara Court,500-555-0177,
11802,Madison,A,Taylor,8/9/1971,627 La Salle Street,635-555-0173,
11803,Jan,L,Hernandez,9/12/1971,3553 Grant Street,845-555-0160,
11804,Haley,M,Turner,4/18/1971,5450 Bellows Ct.,489-555-0139,
11805,Richard,M,Green,3/12/1971,5407 Cougar Way,142-555-0146,
11806,Jennifer,S,Stewart,8/10/1971,1500 Grant Street,159-555-0111,
11807,Lucas,,Baker,9/4/1971,1086 Ash Lane,787-555-0141,
11808,James,,Parker,4/12/1969,751 Countrywood Ct.,730-555-0125,
11809,Juan,,Gray,1/2/1968,1289 Quigley St.,995-555-0114,
11810,Antonio,K,Washington,1/7/1967,7095 Curletto Dr.,373-555-0139,
11811,Abigail,C,Brooks,6/15/1967,1617 Crossbow Way,367-555-0138,
11812,Andrew,N,Rodriguez,9/22/1967,3997 Via De Luna,586-555-0118,
11813,Mary,,Patterson,11/12/1967,1102 Ravenwood,956-555-0136,
11814,Dalton,L,Morgan,7/8/1970,4921 Oakwood Circle,530-555-0182,
11815,Hannah,J,Patterson,4/24/1970,3327 Rockridge Dr.,110-555-0136,
11816,Joe,A,Torres,10/23/1970,8069 Vine Hill Way,450-555-0115,
11817,Morgan,C,Miller,11/27/1970,5929 William Reed Dr.,339-555-0137,
11818,Daniel,C,Garcia,4/22/1970,4010 Willow Pass Road,125-555-0145,
11819,Jose,,Lal,10/10/1967,6264 Center Ave,152-555-0130,
11820,Katelyn,,Lopez,8/26/1966,8873 Folson Drive,316-555-0185,
11821,Austin,,Johnson,4/15/1966,6569 Endriss,163-555-0134,
11822,Rohinton,H,Wadia,6/13/1966,5935 Seawind Dr.,792-555-0137,
11823,Morgan,,Turner,10/24/1966,6091 Bluefish Lane,856-555-0168,
11824,Jill,C,Martin,10/7/1966,9719 Hamilton Ave,884-555-0127,
11825,Aimee,,She,5/18/1966,6752 Covington Court,137-555-0149,
11826,Jessie,J,Alonso,2/15/1966,7342 Dew Drop Circle,579-555-0138,
11827,Sara,M,Baker,9/20/1969,5269 Mt. Trinity Court,256-555-0180,
11828,Katherine,,Martinez,6/8/1969,3836 Carletto Drive,584-555-0118,
11829,Sophia,,Campbell,11/2/1969,8122 Mink Court,766-555-0146,
11830,Taylor,N,Garcia,1/15/1969,6986 Ida Ave.,301-555-0163,
11831,Christian,,Ross,11/24/1969,971 Harness Circle,123-555-0152,
11832,Zoe,,Murphy,4/5/1965,3426 Calhoun Court,798-555-0157,
11833,Oscar,G,Price,7/23/1965,5049 Teakwood Dr.,389-555-0114,
11834,Fernando,M,Flores,10/25/1965,3789 Linden Lane,162-555-0175,
11835,Elijah,M,Russell,6/19/1965,1592 Working Drive,188-555-0159,
11836,Garrett,,Travers,4/27/1965,7947 Stillman Court,879-555-0116,
11837,Haley,,Alexander,8/9/1965,80 Mozden Lane,951-555-0164,
11838,Justin,J,Rodriguez,2/9/1965,761 Orchard View Ave.,211-555-0112,
11839,Tyler,,Brown,7/25/1965,9271 Prestwick Ave.,801-555-0121,
11840,Julian,D,Patterson,5/17/1965,9240 Limewood Pl.,603-555-0169,
11841,Sean,,Nelson,3/16/1964,4594 Hill Drive,314-555-0153,
11842,Justin,,Wilson,10/4/1964,7164 Pinncale Drive,585-555-0152,
11843,Christy,,Nara,11/11/1964,4678 Ygnacio Valley Road,639-555-0189,
11844,Michele,J,Alvarez,4/8/1964,9249 Martin St,103-555-0162,
11845,Natalie,A,Jones,8/18/1924,1442 Hill Top Rd,119-555-0148,
11846,Savannah,A,Reed,6/15/1964,4080 Pelican Loop,503-555-0151,
11847,Cassidy,,Diaz,12/1/1964,3797 Concord Royale,323-555-0140,
11848,Joshua,C,Lewis,2/28/1964,7166 Brock Lane,365-555-0198,
11849,Faith,C,Reed,9/13/1964,2751 Trail Way,727-555-0162,
11850,Brooke,C,Ramirez,3/23/1964,8004 Water Street,729-555-0139,
11851,Jada,,Mitchell,9/8/1963,6848 Calico Way,416-555-0196,
11852,Kyle,M,Russell,10/25/1963,1345 Prospect Street,473-555-0199,
11853,Grace,,Jones,11/18/1968,8866 Alpha Way,388-555-0168,
11854,Jason,K,Mitchell,4/18/1968,7537 Clark Creek Lane,480-555-0139,
11855,Christian,,Walker,8/13/1963,1575 Brown Street,531-555-0113,
11856,Seth,M,Hernandez,8/17/1963,4107 St. Raphael Drive,195-555-0146,
11857,Isabella,,Young,3/12/1963,9175 Benton Street,747-555-0149,
11858,Jordan,A,Coleman,12/7/1962,8005 Ranchhand Court,996-555-0179,
11859,Blake,J,Garcia,9/9/1962,9322 Driving Drive,713-555-0128,
11860,Nicole,,Walker,1/9/1962,8362 Abbey Court,129-555-0165,
11861,Katherine,,Carter,4/24/1962,591 Laguna Street,572-555-0120,
11862,Olivia,,Peterson,9/15/1961,9212 Tupelo Drive,409-555-0135,
11863,Jessica,,Wood,10/11/1961,1439 N. Canyon Road,130-555-0137,
11864,Elizabeth,W,Thompson,9/6/1961,2894 Encino Dr.,465-555-0154,
11865,Chloe,R,Rivera,2/6/1961,6282 Mcneil Place,372-555-0142,
11866,Lucas,L,Scott,7/2/1961,1218 Woodside Court,764-555-0119,
11867,Nathaniel,C,James,4/24/1960,4268 Weaver Court,112-555-0116,
11868,Jessica,M,Peterson,8/4/1967,1613 Santa Maria,974-555-0184,
11869,Kaitlyn,A,Adams,11/6/1967,3815 Berry Dr.,512-555-0158,
11870,Jillian,,Garcia,7/14/1967,6375 Freda Drive,386-555-0159,
11871,Dalton,L,Bennett,8/16/1967,4188 Green Valley Road,941-555-0138,
11872,Faith,L,Patterson,7/21/1967,1141 Rolling Hill Way,148-555-0143,
11873,Ryan,,Zhang,4/12/1967,4176 Cotton Ct,295-555-0128,
11874,Adrian,,Bell,3/10/1967,302 Briarcliff Ct.,254-555-0175,
11875,Jonathan,,Brown,8/3/1960,5373 Montgomery Ave.,108-555-0111,
11876,Madison,L,White,11/13/1960,27 Athens Circle,813-555-0171,
11877,Alexis,,Diaz,10/7/1960,8541 Summerfield Drive,409-555-0139,
11878,Christine,,Nara,2/8/1960,5784 Yeoman Dr.,792-555-0139,
11879,Edgar,,Sai,10/3/1960,9037 Saddlehill Lane,525-555-0117,
11880,Melissa,,Sanchez,8/20/1959,2524 Fish Dr,409-555-0153,
11881,Richard,T,Mitchell,7/24/1959,8998 Adobe Drive,142-555-0165,
11882,Patrick,L,Stewart,3/12/1959,2880 Ponderosa Dr.,115-555-0181,
11883,Hannah,C,Anderson,8/14/1959,5622 Geary,819-555-0146,
11884,Latoya,S,Shen,4/26/1959,2328 Sand View Way,390-555-0186,
11885,Kurt,,Sharma,9/25/1959,4461 Centennial Way,146-555-0179,
11886,Katelyn,,Parker,1/20/1958,7111 Concord Ct.,451-555-0135,
11887,Joseph,,White,4/5/1958,8656 Lakespring Place,149-555-0116,
11888,Aaron,N,Ross,12/22/1958,2111 Ringing Dr,175-555-0139,
11889,Blake,,Patterson,5/28/1958,8129 Golden Rain,473-555-0194,
11890,Whitney,,Lopez,11/15/1958,3098 Eastgate Ave,307-555-0113,
11891,Jamie,E,Liang,9/17/1958,3213 Glenside Dr,138-555-0111,
11892,Julio,M,Ortega,10/8/1969,1681 Via Estrella,1 (11) 500 555-0180,
11893,Orlando,J,Carlson,2/9/1969,761 Orchard View Ave.,1 (11) 500 555-0111,
11894,Ann,,Gonzalez,5/4/1969,4166 Deercreek Ln.,1 (11) 500 555-0118,
11895,Dustin,,Chander,7/21/1969,5553 Cash Avenue,1 (11) 500 555-0196,
11896,Frank,,Carlson,11/18/1969,8851 Northridge Dr.,1 (11) 500 555-0160,
11897,Orlando,I,Ashe,11/28/1968,9478 Rheem Dr.,1 (11) 500 555-0184,
11898,Angela,T,Henderson,7/3/1970,9377 Ash Lane,1 (11) 500 555-0118,
11899,Brenda,,Perez,9/16/1970,9935 San Carlos Avenue,1 (11) 500 555-0181,
11900,Byron,,Carlson,3/7/1970,4002 Fawn Glen Circle,1 (11) 500 555-0115,
11901,Stacy,,Alvarez,2/19/1968,3917 Catalpa Court,1 (11) 500 555-0171,
11902,Drew,,Pal,3/18/1967,8991 Olivera,1 (11) 500 555-0151,
11903,Kate,L,Raji,4/27/1969,1225 Santa Lucia,1 (11) 500 555-0124,
11904,Kaylee,,Cook,11/9/1969,5742 Curtis Drive,1 (11) 500 555-0188,
11905,Isaiah,,Ramirez,6/16/1969,1069 Central Blvd.,1 (11) 500 555-0177,
11906,Gabriella,,Sanders,2/18/1967,4938 Nightingale Drive,1 (11) 500 555-0115,
11907,Sarah,,Garcia,9/8/1967,9481 Laguna Street,1 (11) 500 555-0145,
11908,Rafael,A,Tang,7/11/1966,8839 Leonard Dr,1 (11) 500 555-0157,
11909,Nichole,M,She,2/10/1966,7484 Roundtree Drive,1 (11) 500 555-0168,
11910,Jaclyn,F,Zheng,6/12/1966,7413 Alpine Drive,1 (11) 500 555-0117,
11911,Rachael,D,Kapoor,11/16/1966,4159 Bayshore Rd.,1 (11) 500 555-0149,
11912,Rachael,,Sai,12/17/1965,5108 Heights Avenue,1 (11) 500 555-0196,
11913,Rebecca,A.,Robinson,6/11/1965,1861 Chinquapin Ct,648-555-0100,
11914,Meagan,M,Rana,5/8/1968,7867 F Mt Hood Circle,1 (11) 500 555-0118,
11915,Philip,P,Carlson,3/16/1968,6672 Mt. Dias Blvd.,1 (11) 500 555-0110,
11916,Joe,D,Rana,9/7/1965,6339 E. 108th Street,1 (11) 500 555-0177,
11917,Roy,R,Sanz,10/22/1965,5087 Valle Vista Avenue,1 (11) 500 555-0156,
11918,Kaylee,L,Hill,3/3/1964,8205 Soto St.,1 (11) 500 555-0131,
11919,Warren,,Andersen,2/18/1964,7783 Limewood Pl,1 (11) 500 555-0181,
11920,Adrienne,,Gomez,2/28/1964,4373 Sherry Circle,1 (11) 500 555-0149,
11921,Gilbert,,Zhu,12/23/1964,2939 West Ct.,1 (11) 500 555-0127,
11922,James,,Davis,8/20/1968,3704 Elliott Dr.,483-555-0135,
11923,Sarah,,Bryant,10/23/1979,9855 Norse Ct.,197-555-0118,
11924,Ian,C,Long,10/25/1979,2389 E Eagle Peak Rd.,212-555-0171,
11925,Ashlee,,Jai,11/6/1978,6468 Gatewood Court,547-555-0176,
11926,Eduardo,,Foster,3/18/1978,609 Power Ave.,522-555-0169,
11927,Nicole,D,Murphy,7/24/1978,7468 Franklin Canyon Road,373-555-0118,
11928,Isabella,M,Morris,9/7/1978,8487 Amador,693-555-0146,
11929,Virginia,,Gonzalez,2/12/1946,7566 Keller Ridge Dr.,1 (11) 500 555-0188,
11930,Jaclyn,M,Nara,5/4/1947,2121 Royal Ann Lane,1 (11) 500 555-0177,
11931,Marcus,M,Adams,11/13/1978,9246 Westminster Pl,687-555-0170,
11932,Elizabeth,,Coleman,8/11/1978,7546 Gonzalez Ct.,400-555-0120,
11933,Mathew,,Rubio,3/4/1977,9911 Northgate Road,430-555-0126,
11934,Justin,L,Shan,10/14/1977,9377 Lightwood Drive,215-555-0113,
11935,Jessica,,Taylor,11/19/1977,5843 Mountaire Pkwy.,144-555-0123,
11936,Hunter,S,Clark,4/11/1977,9001 Esperanza,121-555-0144,
11937,Devin,,Perez,6/5/1977,8510 G St.,500-555-0169,
11938,Seth,D,Alexander,9/21/1977,3842 Algiers Dr.,178-555-0186,
11939,Kevin,C,Washington,6/22/1977,9105 Jacobsen Street,970-555-0114,
11940,Tyler,E,Miller,7/12/1977,9231 Brook Hollow Ct.,456-555-0191,
11941,Adam,L,Roberts,11/26/1976,626 Redlands Way,868-555-0122,
11942,George,L,Gonzalez,6/13/1949,80 San Remo Ct,1 (11) 500 555-0181,
11943,Dawn,E,Huang,2/27/1949,1318 Ramer Ct.,1 (11) 500 555-0154,
11944,Rachael,M,Rodriguez,10/15/1950,6335 Benita Way,1 (11) 500 555-0134,
11945,Dennis,,Huang,9/11/1980,1901 Mitchell Canyon Court,183-555-0120,
11946,Brandy,,Saunders,1/3/1951,3809 Lancelot Dr.,1 (11) 500 555-0143,
11947,Jenny,R,Zheng,10/22/1951,8268 Donald Dr,1 (11) 500 555-0162,
11948,Tasha,E,Xu,4/10/1951,2013 Filling Ave.,1 (11) 500 555-0194,
11949,Julia,W,Brooks,11/5/1980,1657 Morengo Ct.,845-555-0143,
11950,Jordan,,Carter,9/10/1979,1127 Oak Street,609-555-0117,
11951,Lacey,J,Huang,8/6/1952,8762 Terrace,1 (11) 500 555-0121,
11952,Dorothy,B.,Robinson,9/23/1954,4693 Mills Dr.,423-555-0100,
11953,Courtney,D,Wright,9/4/1975,445 San Carlos Avenue,366-555-0162,
11954,Joseph,M,Garcia,8/17/1975,1220 Bradford Way,594-555-0120,
11955,Gabriel,L,Green,4/5/1975,6991 Gloria Terr.,149-555-0162,
11956,Alexandria,,Sandberg,9/3/1974,844 Sol Street,998-555-0194,
11957,Courtney,,Hernandez,8/12/1973,8426 Kendall Rd.,424-555-0199,
11958,Dylan,D,Lal,1/6/1973,6746 River Ash Court,844-555-0156,
11959,Elizabeth,K,Davis,4/7/1973,117 Esperanza Dr,884-555-0119,
11960,Ana,,Griffin,7/3/1973,6612 Concord,377-555-0180,
11961,Anne,A,Alvarez,6/24/1973,6318 Merriewood Dr.,297-555-0150,
11962,Alexandra,,Roberts,11/28/1976,9024 Grant Street,685-555-0149,
11963,Antonio,G,Patterson,6/13/1955,2355 Regina Lane,1 (11) 500 555-0197,
11964,Sharon,,Salavaria,2/17/1956,5652 East View Place,109-555-0100,
11965,Katie,B,She,10/19/1956,1174 Royal Ann Lane,1 (11) 500 555-0150,
11966,Rafael,,Black,2/17/1956,1730 D Reliez Valley Ct.,1 (11) 500 555-0147,
11967,Latasha,,Munoz,2/10/1957,4799 Buena Vista,1 (11) 500 555-0118,
11968,Kelsey,G,Becker,10/21/1958,6577 La Canada,1 (11) 500 555-0135,
11969,Randy,S,Xu,7/25/1958,2140 Clifford Court,1 (11) 500 555-0188,
11970,Bailey,,Collins,11/16/1973,2578 Welle Road,968-555-0128,
11971,Amanda,P,Adams,9/3/1973,6730 Saddlehill Lane,592-555-0166,
11972,Katherine,K,Williams,3/23/1974,927 Live Oak Ave.,351-555-0197,
11973,Caroline,,Barnes,2/3/1974,112 RaceCt,820-555-0119,
11974,Randy,W,Sun,2/7/1974,8540 Ravenwood Dr.,156-555-0147,
11975,Destiny,B,Garcia,10/4/1974,1993 South Villa Way,928-555-0186,
11976,Audrey,,Ramos,5/26/1959,598 Merry Drive,1 (11) 500 555-0176,
11977,Bonnie,,Jai,5/23/1959,2544 Ashley Way,1 (11) 500 555-0185,
11978,Jackson,,Washington,10/22/1966,1374 Queens Road,644-555-0115,
11979,Christopher,,Johnson,5/8/1957,9234 Carmel Drive,130-555-0198,
11980,Kimberly,,Richardson,12/18/1957,7629 Bonanza,116-555-0182,
11981,Alexandria,,Howard,2/3/1957,341 Victory Lane,935-555-0120,
11982,Alexandra,,Foster,4/4/1957,6754 Pampered Ct.,278-555-0183,
11983,Cheryl,,Ortega,2/27/1957,6501 West Way,354-555-0177,
11984,Alex,,Campbell,6/6/1957,4164 Kenneth Ct.,376-555-0156,
11985,Melanie,A,Hughes,11/18/1957,2546 Crowe Place,909-555-0153,
11986,Max,M,Alvarez,7/24/1963,4594 Rose Dr.,1 (11) 500 555-0124,
11987,Diane,D,Vazquez,11/27/1967,6772 Geraldine Dr.,1 (11) 500 555-0128,
11988,Kathryn,,Chapman,8/20/1962,4095 Minert Rd.,1 (11) 500 555-0127,
11989,Kara,,Anand,3/28/1962,1088 Ash Lane,1 (11) 500 555-0130,
11990,Joanna,J,Vazquez,7/15/1962,198 Edie Ct.,1 (11) 500 555-0182,
11991,Frederick,,Martinez,8/10/1962,3410 Hemlock Ave.,1 (11) 500 555-0142,
11992,Tonya,,Chande,6/13/1961,4766 Palm Ave,1 (11) 500 555-0177,
11993,Rosa,I,Wang,3/19/1961,9135 Rockford Dr.,1 (11) 500 555-0178,
11994,Leah,,Hu,10/22/1966,1374 Queens Road,1 (11) 500 555-0191,
